Location,Coordinates,Date,Description,Weaponry,Casulties,Shot Down
Kefar Hoshen,"33.0121, 35.4405",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired projectiles toward Meron, Kefar Hoshen (Zefat, HaZafon), and surrounding areas. No interceptions or direct hits to populated areas were reported, as the projectiles likely fell in open areas near Meron and Kefar Hoshen. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",projectile,0,0
Malkiyya,"33.0983, 35.5108",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired about 15 rockets toward Malkiyya (Zefat, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Malkiyya. No casualties occurred. Hezbollah claims to have targeted IDF sites in Malkiyya and achieved direct hits. No direct hits were reported by Israeli sources. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Meron,"32.9878, 35.4409",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired projectiles toward Meron (Zefat, HaZafon), Kefar Hoshen, and surrounding areas. No interceptions or direct hits to populated areas were reported, as the projectiles likely fell in open areas near Meron and Kefar Hoshen. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",projectile,0,0
Safed,"32.9647, 35.496",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least 20 rockets toward Safed (Zefat, HaZafon) and surrounding areas. Some of the rockets were intercepted. Some of the rockets fell in open areas near Safed. No casualties occurred. Israeli military forces struck one of the launchers in Lebanon used in the barrage toward Safed. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Rosh Pinna,"32.9689, 35.5426",23-08-2024,"Interception: On 23 August 2024, Hezbollah forces in Lebanon fired at least 20 rockets toward Safed and surrounding areas, including Rosh Pinna (Zefat, HaZafon). Interceptions were documented over the area of Rosh Pinna. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Metulla,"33.2792, 35.5795",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired two anti-tank missiles at Metulla (Zefat, HaZafon), causing damage to infrastructure. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",missiles,0,0
Shetula,"33.0852, 35.3149",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least five projectiles toward Shetula (Akko, HaZafon), Shomera, and Even Menahem. No interceptions or direct hits to populated areas were reported, as the projectiles likely fell in open areas, some likely near Shetula. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",projectile,0,0
Shomera,"33.0827, 35.2838",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least five projectiles toward Shetula, Shomera (Akko, HaZafon), and Even Menahem. No interceptions or direct hits to populated areas were reported, as the projectiles likely fell in open areas, some likely near Shomera. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",projectile,0,0
Zarit,"33.0996, 35.2889",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired a number of rockets toward Zarit (Akko, HaZafon) and surrounding areas. No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Zarit. No casualties occurred. Hezbollah forces claimed to have targeted IDF sites in the area. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Margaliyyot,"33.2147, 35.5449",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least 40 rockets toward Kiryat Shmona and surrounding areas, including Margaliyyot (Zefat, HaZafon). Some of the rockets were intercepted. Some rockets fell in open areas, some likely near Margaliyyot. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Misgav Am,"33.2474, 35.5489",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least 40 rockets toward Kiryat Shmona and surrounding areas, including Misgav Am (Zefat, HaZafon). Some of the rockets were intercepted. Some rockets fell in open areas, some likely near Misgav Am. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Menara,"33.1969, 35.5439",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least 40 rockets toward Kiryat Shmona and surrounding areas, including Menara (Zefat, HaZafon). Some of the rockets were intercepted. Some rockets fell in open areas, some likely near Menara. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Mount Meron Base,"32.9975, 35.4123",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least three projectiles toward the IDF airbase on Mount Meron (Akko, HaZafon). One or two of the projectiles were intercepted. At least one of the projectiles, likely anti-tank missiles, hit the airbase. IDF sources stated that the \",missiles,0,0
Yiftah,"33.1288, 35.5523",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired rockets toward the area of Yiftah (Zefat, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Yiftah. No casualties occurred. Hezbollah forces claimed to have targeted IDF sites in the area. In retaliation, Israeli forces struck the source of the rocket fire in Mays el Jabal (coded separately). In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Ein Zeitim Base,"32.9948, 35.4851",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least 20 rockets toward Safed and surrounding areas, including the area of Ein Zeitim (Zefat, HaZafon). Some of the rockets were intercepted. Some rockets fell in open areas in forests near Ein Zeitim, sparking fires in the area. No casualties occurred. Hezbollah forces claimed to be targeting an IDF base in the area and to have achieved direct hits. No direct hits were reported by Israeli sources. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Kiryat Shmona,"33.2073, 35.572",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least 40 rockets toward Kiryat Shmona (Zefat, HaZafon) and surrounding areas. Some of the rockets were intercepted. A number of rockets fell in Kiryat Shmona, with at least two rockets causing damage to two houses. Rockets that fell in Kiryat Shmona also sparked fires in the city. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Kiryat Shmona,"33.2073, 35.572",23-08-2024,"On 23 August 2024, Hezbollah forces in Lebanon fired at least 40 rockets toward Kiryat Shmona (Zefat, HaZafon) and surrounding areas. Some of the rockets were intercepted. Some rockets fell in open areas near Kiryat Shmona. No casualties occurred. In total, Hezbollah forces fired at least 110 projectiles toward northern Israeli communities throughout the day.",rockets,0,0
Metulla,"33.2792, 35.5795",22-08-2024,"On 22 August 2024, Hezbollah forces in Lebanon fired three mortar shells that fell in open areas near Metulla (Zefat, HaZafon). No casualties occurred.",mortar,0,0
Metulla,"33.2792, 35.5795",22-08-2024,"On 22 August 2024, Hezbollah forces in Lebanon fired at least one anti-tank missile that fell in Metulla (Zefat, HaZafon), causing extensive property damage. No casualties occurred. Hezbollah claimed to have targeted and directly hit an IDF site in Metulla. According to Israeli sources, no IDF troops were present at the impact sites in Metulla.",anti-tank,0,0
Zarit,"33.0996, 35.2889",22-08-2024,"On 22 August 2024, Hezbollah forces in Lebanon fired rockets toward Zarit (Akko, HaZafon). One of the rockets hit a house in Zarit, causing damage. A family was present in the house, but no casualties occurred.",rockets,0,0
Misgav Am,"33.2474, 35.5489",22-08-2024,"Interception: On 22 August 2024, Israeli military forces intercepted a \",unknown,0,0
Kiryat Shmona,"33.2073, 35.572",22-08-2024,"On 22 August 2024, Hezbollah forces in Lebanon fired at least two rockets that fell in Kiryat Shmona (Zefat, HaZafon). One of the rockets fell next to school in Kiryat Shmona, sparking a fire in the area. No casualties occurred. Hezbollah forces claimed to have targeted and directly hit IDF sites in the area with drones and rocket fire. No direct hits were reported by Israeli sources.",rockets,0,0
Amiad,"32.9304, 35.5405",21-08-2024,"On 21 August 2024, Hezbollah forces in Lebanon fired several drones -- likely armed -- that they claimed were targeting IDF sites in the area of Amiad (Zefat, HaZafon). Some of the drones were intercepted. Some crashed in open areas near Amiad. No casualties occurred. Hezbollah forces claimed to have achieved direct hits on IDF sites in the area of Amiad. No direct hits were reported by Israeli sources.",drone,0,0
Zarit,"33.0996, 35.2889",21-08-2024,"On 21 August 2024, Hezbollah forces in Lebanon fired rockets toward the area of Zarit (Akko, HaZafon). No interceptions or direct hits to populated areas were reported, as the rockets likely fell in open areas near Zarit. Hezbollah forces claimed to be targeting an IDF post in the area. There were no casualties.",rockets,0,0
Margaliyyot,"33.2147, 35.5449",21-08-2024,"On 21 August 2024, Hezbollah forces in Lebanon fired at least three projectiles toward Margaliyyot (Zefat, HaZafon) and surrounding areas. The projectiles fell in open areas near Margaliyyot. No casualties occurred.",projectile,0,0
Ramot Naftali,"33.1015, 35.5532",21-08-2024,"Interception: On 21 August 2024, Hezbollah forces in Lebanon fired about five rockets toward Ramot Naftali (Zefat, HaZafon). The rockets were intercepted by the iron dome over the area of Ramot Naftali. Hezbollah forces claimed to have targeted and directly hit an IDF site in the area. No direct hits were reported by Israeli sources.",rockets,0,0
Kiryat Shmona,"33.2073, 35.572",21-08-2024,"On 21 August 2024, Hezbollah forces in Lebanon fired several drones -- likely armed -- that they claimed were targeting IDF sites in northern Israel. Some of the drones were intercepted. Some crashed in open areas. Falls were detected in the area of Kiryat Shmona (Zefat, HaZafon), though it is unclear if it was shrapnel from interceptions or armed drones. No casualties occurred.",drone,0,0
Adamit,"33.0797, 35.211",20-08-2024,"On 20 August 2024, Hezbollah forces in Lebanon fired about five rockets toward Yaara, Adamit (Akko, HaZafon), and Avdon. The rockets fell in open areas, some likely near Adamit. No casualties occurred.",rockets,0,0
Biranit,"33.0583, 35.3415",20-08-2024,"On 20 August 2024, Hezbollah forces in Lebanon claimed to have targeted and directly hit an IDF site in the area of Biranit (Akko, HaZafon). No casualties occurred. No direct hits were reported by Israeli sources.",unknown,0,0
Fassuta,"33.049, 35.3089",20-08-2024,"On 20 August 2024, Hezbollah forces in Lebanon fired about 40 rockets toward Fassuta (Akko, HaZafon), Shomera, Shetula, and surrounding areas. Some of the rockets were intercepted. Others fell in open areas, some likely near Fassuta. In total, Hezbollah forces fired about 115 rockets and several drones throughout the day toward Israeli communities in the Western Galilee, Upper Galilee, and Golan Heights. Hezbollah claimed to have targeted IDF sites. No casualties occurred.",rockets,0,0
Mattat,"33.0413, 35.3586",20-08-2024,"On 20 August 2024, Hezbollah forces in Lebanon fired at least one rocket that hit a house in Mattat (Akko, HaZafon), causing property damage. No casualties occurred. The rocket was likely a part of larger barrages toward the Upper Galilee and Golan Heights.",unknown,0,0
Yaara,"33.0675, 35.187",20-08-2024,"On 20 August 2024, Hezbollah forces in Lebanon fired about five rockets toward Yaara (Akko, HaZafon), Adamit, and Avdon. The rockets fell in open areas, some likely near Yaara. No casualties occurred.",rockets,0,0
Shlomi,"33.0726, 35.1458",20-08-2024,"On 20 August 2024, Hezbollah forces in Lebanon fired at least 20 rockets toward the Western Galilee, including Avdon, Kabri, Shlomi (Akko, HaZafon), and surrounding areas. Some of the rockets were intercepted. Property damage was caused in the area of Shlomi due to rocket fire. In total, Hezbollah forces fired about 115 rockets and several drones throughout the day toward Israeli communities in the Western Galilee, Upper Galilee, and Golan Heights. Hezbollah claimed to have targeted IDF sites. No casualties occurred.",rockets,0,0
